FBtr0475186	CR11023-RE	FBgn0031208	CR11023
FBti0059969-RA	FBti0059969	FBti0059969	FBti0059969
FBtr0089103	mav-RA	FBgn0039914	mav
FBtr0304450	mir-954-RM	FBgn0262302	mir-954
FBtr0304451	mir-954-RA	FBtr0304451_df_nrg	FBtr0304451_df_nrg
FBtr0472762	mir-954-RB	FBtr0472762_df_nrg	FBtr0472762_df_nrg
FBti0059977-RA	FBti0059977	FBti0059977	FBti0059977
FBti0020426-RA	FBti0020426	FBti0020426	FBti0020426
FBti0060068-RA	FBti0060068	FBti0060068	FBti0060068
FBti0060106-RA	FBti0060106	FBti0060106	FBti0060106
FBti0059978-RA	FBti0059978	FBti0059978	FBti0059978
FBti0059980-RA	FBti0059980	FBti0059980	FBti0059980
FBtr0089972	Gat-RA	FBgn0039915	Gat
FBtr0089971	Gat-RB	FBgn0039915	Gat
FBti0059981-RA	FBti0059981	FBti0059981	FBti0059981
FBtr0344874	Ekar-RD	FBgn0039916	Ekar
FBtr0110906	Ekar-RB	FBgn0039916	Ekar
FBtr0089102	Ekar-RA	FBgn0039916	Ekar
FBti0059984-RA	FBti0059984	FBti0059984	FBti0059984
FBtr0334478	CR44028-RA	FBgn0264820	CR44028
FBti0059987-RA	FBti0059987	FBti0059987	FBti0059987
FBti0059988-RA	FBti0059988	FBti0059988	FBti0059988
FBti0059990-RA	FBti0059990	FBti0059990	FBti0059990
FBti0059991-RA	FBti0059991	FBti0059991	FBti0059991
FBti0059996-RA	FBti0059996	FBti0059996	FBti0059996
FBti0020427-RA	FBti0020427	FBti0020427	FBti0020427
FBti0059999-RA	FBti0059999	FBti0059999	FBti0059999
FBti0060000-RA	FBti0060000	FBti0060000	FBti0060000
FBti0020428-RA	FBti0020428	FBti0020428	FBti0020428
FBtr0310543	gw-RJ	FBgn0051992	gw
FBtr0089096	gw-RB	FBgn0051992	gw
FBtr0089101	gw-RF	FBgn0051992	gw
FBtr0089097	gw-RE	FBgn0051992	gw
FBtr0089100	gw-RA	FBgn0051992	gw
FBti0060002-RA	FBti0060002	FBti0060002	FBti0060002
FBtr0479939	CG46466-RC	FBgn0287597	CG46466
FBtr0479938	CG46466-RB	FBgn0287597	CG46466
FBtr0479937	CG46466-RA	FBgn0287597	CG46466
FBti0060004-RA	FBti0060004	FBti0060004	FBti0060004
FBtr0089090	Slip1-RA	FBgn0024728	Slip1
FBtr0310536	Slip1-RB	FBgn0024728	Slip1
FBtr0310537	Slip1-RC	FBgn0024728	Slip1
FBti0060005-RA	FBti0060005	FBti0060005	FBti0060005
FBti0060006-RA	FBti0060006	FBti0060006	FBti0060006
FBti0060007-RA	FBti0060007	FBti0060007	FBti0060007
FBti0060009-RA	FBti0060009	FBti0060009	FBti0060009
FBtr0310539	CG11360-RC	FBgn0039920	CG11360
FBtr0310541	CG11360-RE	FBgn0039920	CG11360
FBti0019495-RA	FBti0019495	FBti0019495	FBti0019495
FBtr0310540	CG11360-RD	FBgn0039920	CG11360
FBtr0089091	CG11360-RA	FBgn0039920	CG11360
FBti0060014-RA	FBti0060014	FBti0060014	FBti0060014
FBti0063450-RA	FBti0063450	FBti0063450	FBti0063450
FBti0059638-RA	FBti0059638	FBti0059638	FBti0059638
FBti0059694-RA	FBti0059694	FBti0059694	FBti0059694
FBti0020430-RA	FBti0020430	FBti0020430	FBti0020430
FBti0060016-RA	FBti0060016	FBti0060016	FBti0060016
FBtr0089095	myo-RD	FBgn0026199	myo
FBtr0089092	myo-RA	FBgn0026199	myo
FBtr0089094	myo-RC	FBgn0026199	myo
FBtr0089235	ey-RB	FBgn0005558	ey
FBti0060017-RA	FBti0060017	FBti0060017	FBti0060017
FBtr0100396	ey-RD	FBgn0005558	ey
FBtr0089236	ey-RA	FBgn0005558	ey
FBti0060018-RA	FBti0060018	FBti0060018	FBti0060018
FBti0060019-RA	FBti0060019	FBti0060019	FBti0060019
FBtr0100395	ey-RC	FBgn0005558	ey
FBti0060020-RA	FBti0060020	FBti0060020	FBti0060020
FBti0064176-RA	FBti0064176	FBti0064176	FBti0064176
FBti0060021-RA	FBti0060021	FBti0060021	FBti0060021
FBti0060035-RA	FBti0060035	FBti0060035	FBti0060035
FBti0060037-RA	FBti0060037	FBti0060037	FBti0060037
FBtr0301340	bt-RF	FBgn0005666	bt
FBtr0089793	bt-RC	FBgn0005666	bt
FBtr0334483	bt-RI	FBgn0005666	bt
FBtr0344988	bt-RJ	FBgn0005666	bt
FBtr0334482	bt-RH	FBgn0005666	bt
FBti0060039-RA	FBti0060039	FBti0060039	FBti0060039
FBti0060041-RA	FBti0060041	FBti0060041	FBti0060041
FBti0060112-RA	FBti0060112	FBti0060112	FBti0060112
FBti0060876-RA	FBti0060876	FBti0060876	FBti0060876
FBti0060114-RA	FBti0060114	FBti0060114	FBti0060114
FBti0060134-RA	FBti0060134	FBti0060134	FBti0060134
FBti0060135-RA	FBti0060135	FBti0060135	FBti0060135
FBti0060137-RA	FBti0060137	FBti0060137	FBti0060137
FBti0019497-RA	FBti0019497	FBti0019497	FBti0019497
FBtr0345200	lncRNA:CR45200-RA	FBgn0266727	lncRNA:CR45200
FBtr0089253	MED26-RB	FBgn0039923	MED26
FBtr0089254	MED26-RA	FBgn0039923	MED26
FBti0060138-RA	FBti0060138	FBti0060138	FBti0060138
FBti0020432-RA	FBti0020432	FBti0020432	FBti0020432
FBti0060877-RA	FBti0060877	FBti0060877	FBti0060877
FBti0019498-RA	FBti0019498	FBti0019498	FBti0019498
FBti0020433-RA	FBti0020433	FBti0020433	FBti0020433
FBti0020434-RA	FBti0020434	FBti0020434	FBti0020434
FBti0060139-RA	FBti0060139	FBti0060139	FBti0060139
FBti0060140-RA	FBti0060140	FBti0060140	FBti0060140
FBtr0334489	Sox102F-RD	FBgn0039938	Sox102F
FBtr0334488	Sox102F-RC	FBgn0039938	Sox102F
FBtr0100600	Sox102F-RB	FBgn0039938	Sox102F
FBtr0089252	Sox102F-RA	FBgn0039938	Sox102F
FBti0060141-RA	FBti0060141	FBti0060141	FBti0060141
FBti0060897-RA	FBti0060897	FBti0060897	FBti0060897
FBti0060142-RA	FBti0060142	FBti0060142	FBti0060142
FBti0060143-RA	FBti0060143	FBti0060143	FBti0060143
FBti0060144-RA	FBti0060144	FBti0060144	FBti0060144
FBti0060740-RA	FBti0060740	FBti0060740	FBti0060740
FBti0060741-RA	FBti0060741	FBti0060741	FBti0060741
FBti0060742-RA	FBti0060742	FBti0060742	FBti0060742
FBti0060743-RA	FBti0060743	FBti0060743	FBti0060743
FBti0060744-RA	FBti0060744	FBti0060744	FBti0060744
FBti0060746-RA	FBti0060746	FBti0060746	FBti0060746
FBti0063469-RA	FBti0063469	FBti0063469	FBti0063469
FBti0063470-RA	FBti0063470	FBti0063470	FBti0063470
FBtr0089251	fd102C-RA	FBgn0039937	fd102C
FBti0060753-RA	FBti0060753	FBti0060753	FBti0060753
FBti0060754-RA	FBti0060754	FBti0060754	FBti0060754
FBti0019499-RA	FBti0019499	FBti0019499	FBti0019499
FBti0060910-RA	FBti0060910	FBti0060910	FBti0060910
FBti0060763-RA	FBti0060763	FBti0060763	FBti0060763
FBtr0334484	CR33797-RB	FBgn0053797	CR33797
FBti0060764-RA	FBti0060764	FBti0060764	FBti0060764
FBti0060765-RA	FBti0060765	FBti0060765	FBti0060765
FBti0060766-RA	FBti0060766	FBti0060766	FBti0060766
FBti0020435-RA	FBti0020435	FBti0020435	FBti0020435
FBti0060768-RA	FBti0060768	FBti0060768	FBti0060768
FBtr0344899	lncRNA:CR45123-RA	FBgn0266616	lncRNA:CR45123
FBtr0300886	Gyf-RH	FBgn0039936	Gyf
FBti0060879-RA	FBti0060879	FBti0060879	FBti0060879
FBtr0300885	Gyf-RG	FBgn0039936	Gyf
FBtr0300882	Gyf-RD	FBgn0039936	Gyf
FBtr0300884	Gyf-RF	FBgn0039936	Gyf
FBti0060770-RA	FBti0060770	FBti0060770	FBti0060770
FBti0063473-RA	FBti0063473	FBti0063473	FBti0063473
FBti0060894-RA	FBti0060894	FBti0060894	FBti0060894
FBti0019500-RA	FBti0019500	FBti0019500	FBti0019500
FBti0060772-RA	FBti0060772	FBti0060772	FBti0060772
FBti0060774-RA	FBti0060774	FBti0060774	FBti0060774
FBtr0308778	asRNA:CR43425-RB	FBgn0263344	asRNA:CR43425
FBtr0308805	unc-13-RD	FBgn0025726	unc-13
FBti0060777-RA	FBti0060777	FBti0060777	FBti0060777
FBtr0308806	unc-13-RE	FBgn0025726	unc-13
FBtr0089247	unc-13-RB	FBgn0025726	unc-13
FBtr0344971	unc-13-RG	FBgn0025726	unc-13
FBtr0334487	unc-13-RF	FBgn0025726	unc-13
FBtr0089246	unc-13-RC	FBgn0025726	unc-13
FBtr0089245	unc-13-RA	FBgn0025726	unc-13
FBti0060779-RA	FBti0060779	FBti0060779	FBti0060779
FBti0060799-RA	FBti0060799	FBti0060799	FBti0060799
FBti0060895-RA	FBti0060895	FBti0060895	FBti0060895
FBtr0344970	asRNA:CR44029-RB	FBgn0264821	asRNA:CR44029
FBtr0334490	asRNA:CR44029-RA	FBgn0264821	asRNA:CR44029
FBti0060801-RA	FBti0060801	FBti0060801	FBti0060801
FBti0060802-RA	FBti0060802	FBti0060802	FBti0060802
FBti0060803-RA	FBti0060803	FBti0060803	FBti0060803
FBti0020436-RA	FBti0020436	FBti0020436	FBti0020436
FBti0060804-RA	FBti0060804	FBti0060804	FBti0060804
FBti0060806-RA	FBti0060806	FBti0060806	FBti0060806
FBtr0334486	CR43361-RB	FBgn0263093	CR43361
FBti0019501-RA	FBti0019501	FBti0019501	FBti0019501
FBtr0307112	CR43361-RA	FBgn0263093	CR43361
FBti0060916-RA	FBti0060916	FBti0060916	FBti0060916
FBti0019502-RA	FBti0019502	FBti0019502	FBti0019502
FBti0060808-RA	FBti0060808	FBti0060808	FBti0060808
FBti0019503-RA	FBti0019503	FBti0019503	FBti0019503
FBti0019504-RA	FBti0019504	FBti0019504	FBti0019504
FBti0060810-RA	FBti0060810	FBti0060810	FBti0060810
FBtr0112904	eIF4G1-RB	FBgn0023213	eIF4G1
FBtr0089243	eIF4G1-RA	FBgn0023213	eIF4G1
FBtr0289951	eIF4G1-RC	FBgn0023213	eIF4G1
FBti0060812-RA	FBti0060812	FBti0060812	FBti0060812
FBti0060815-RA	FBti0060815	FBti0060815	FBti0060815
FBti0060831-RA	FBti0060831	FBti0060831	FBti0060831
FBti0063471-RA	FBti0063471	FBti0063471	FBti0063471
FBti0059655-RA	FBti0059655	FBti0059655	FBti0059655
FBti0019507-RA	FBti0019507	FBti0019507	FBti0019507
FBtr0332858	mGluR-RB	FBgn0019985	mGluR
FBtr0344897	mGluR-RD	FBgn0019985	mGluR
FBtr0089184	mGluR-RA	FBgn0019985	mGluR
FBtr0332859	mGluR-RC	FBgn0019985	mGluR
FBti0060833-RA	FBti0060833	FBti0060833	FBti0060833
FBti0060835-RA	FBti0060835	FBti0060835	FBti0060835
FBti0060837-RA	FBti0060837	FBti0060837	FBti0060837
FBti0063490-RA	FBti0063490	FBti0063490	FBti0063490
FBti0060954-RA	FBti0060954	FBti0060954	FBti0060954
FBti0061968-RA	FBti0061968	FBti0061968	FBti0061968
FBti0060956-RA	FBti0060956	FBti0060956	FBti0060956
FBti0060958-RA	FBti0060958	FBti0060958	FBti0060958
FBti0060960-RA	FBti0060960	FBti0060960	FBti0060960
FBti0019508-RA	FBti0019508	FBti0019508	FBti0019508
FBtr0089233	4E-T-RC	FBgn0052016	4E-T
FBtr0310651	4E-T-RG	FBgn0052016	4E-T
FBtr0089229	4E-T-RB	FBgn0052016	4E-T
FBtr0334626	4E-T-RH	FBgn0052016	4E-T
FBti0060962-RA	FBti0060962	FBti0060962	FBti0060962
FBti0061568-RA	FBti0061568	FBti0061568	FBti0061568
FBti0061569-RA	FBti0061569	FBti0061569	FBti0061569
FBti0060964-RA	FBti0060964	FBti0060964	FBti0060964
FBti0020437-RA	FBti0020437	FBti0020437	FBti0020437
FBtr0345201	lncRNA:CR45201-RA	FBgn0266728	lncRNA:CR45201
FBtr0334621	asRNA:CR44030-RB	FBgn0264822	asRNA:CR44030
FBtr0344192	asRNA:CR44030-RC	FBgn0264822	asRNA:CR44030
FBtr0334620	asRNA:CR44030-RA	FBgn0264822	asRNA:CR44030
FBti0020438-RA	FBti0020438	FBti0020438	FBti0020438
FBtr0301336	fuss-RC	FBgn0039932	fuss
FBtr0301335	fuss-RB	FBgn0039932	fuss
FBtr0334625	fuss-RD	FBgn0039932	fuss
FBti0060965-RA	FBti0060965	FBti0060965	FBti0060965
FBti0061363-RA	FBti0061363	FBti0061363	FBti0061363
FBti0061364-RA	FBti0061364	FBti0061364	FBti0061364
FBti0061966-RA	FBti0061966	FBti0061966	FBti0061966
FBti0061546-RA	FBti0061546	FBti0061546	FBti0061546
FBti0061365-RA	FBti0061365	FBti0061365	FBti0061365
FBti0063513-RA	FBti0063513	FBti0063513	FBti0063513
FBti0063512-RA	FBti0063512	FBti0063512	FBti0063512
FBti0063501-RA	FBti0063501	FBti0063501	FBti0063501
FBtr0111044	lncRNA:sphinx-RA	FBgn0083990	lncRNA:sphinx
FBtr0111045	lncRNA:sphinx-RB	FBgn0083990	lncRNA:sphinx
FBtr0111046	lncRNA:sphinx-RC	FBgn0083990	lncRNA:sphinx
FBti0061549-RA	FBti0061549	FBti0061549	FBti0061549
FBtr0334622	lncRNA:sphinx-RD	FBgn0083990	lncRNA:sphinx
FBti0061366-RA	FBti0061366	FBti0061366	FBti0061366
FBti0061368-RA	FBti0061368	FBti0061368	FBti0061368
FBti0061370-RA	FBti0061370	FBti0061370	FBti0061370
FBti0061381-RA	FBti0061381	FBti0061381	FBti0061381
FBti0061382-RA	FBti0061382	FBti0061382	FBti0061382
FBti0061383-RA	FBti0061383	FBti0061383	FBti0061383
FBti0061384-RA	FBti0061384	FBti0061384	FBti0061384
FBtr0089185	toy-RA	FBgn0019650	toy
FBtr0339509	toy-RC	FBgn0019650	toy
FBtr0479793	toy-RD	FBgn0019650	toy
FBti0061385-RA	FBti0061385	FBti0061385	FBti0061385
FBti0061386-RA	FBti0061386	FBti0061386	FBti0061386
FBti0061387-RA	FBti0061387	FBti0061387	FBti0061387
FBti0061388-RA	FBti0061388	FBti0061388	FBti0061388
FBti0063492-RA	FBti0063492	FBti0063492	FBti0063492
FBti0061390-RA	FBti0061390	FBti0061390	FBti0061390
FBti0063494-RA	FBti0063494	FBti0063494	FBti0063494
FBti0061406-RA	FBti0061406	FBti0061406	FBti0061406
FBti0019509-RA	FBti0019509	FBti0019509	FBti0019509
FBti0061407-RA	FBti0061407	FBti0061407	FBti0061407
FBti0061408-RA	FBti0061408	FBti0061408	FBti0061408
FBti0061409-RA	FBti0061409	FBti0061409	FBti0061409
FBti0061410-RA	FBti0061410	FBti0061410	FBti0061410
FBti0061411-RA	FBti0061411	FBti0061411	FBti0061411
FBti0061413-RA	FBti0061413	FBti0061413	FBti0061413
FBtr0309865	PlexA-RF	FBgn0025741	PlexA
FBti0061415-RA	FBti0061415	FBti0061415	FBti0061415
FBtr0089225	PlexA-RB	FBgn0025741	PlexA
FBtr0089223	PlexA-RA	FBgn0025741	PlexA
FBtr0089224	PlexA-RC	FBgn0025741	PlexA
FBti0061970-RA	FBti0061970	FBti0061970	FBti0061970
FBti0061418-RA	FBti0061418	FBti0061418	FBti0061418
FBti0063499-RA	FBti0063499	FBti0063499	FBti0063499
FBti0063497-RA	FBti0063497	FBti0063497	FBti0063497
FBti0061440-RA	FBti0061440	FBti0061440	FBti0061440
FBti0020439-RA	FBti0020439	FBti0020439	FBti0020439
FBti0019510-RA	FBti0019510	FBti0019510	FBti0019510
FBtr0334623	asRNA:CR44031-RA	FBgn0264823	asRNA:CR44031
FBtr0334624	asRNA:CR44031-RB	FBgn0264823	asRNA:CR44031
FBtr0089222	CG11077-RA	FBgn0039930	CG11077
FBtr0344705	CG11076-RD	FBgn0039929	CG11076
FBtr0344706	CG11076-RE	FBgn0039929	CG11076
FBtr0089221	CG11076-RA	FBgn0039929	CG11076
FBti0061441-RA	FBti0061441	FBti0061441	FBti0061441
FBtr0333672	ATPsynbeta-RC	FBgn0010217	ATPsynbeta
FBtr0344754	ATPsynbeta-RD	FBgn0010217	ATPsynbeta
FBtr0089186	ATPsynbeta-RA	FBgn0010217	ATPsynbeta
FBtr0100148	CaMKII-RG	FBgn0264607	CaMKII
FBtr0089218	CaMKII-RA	FBgn0264607	CaMKII
FBtr0089217	CaMKII-RC	FBgn0264607	CaMKII
FBtr0333673	CaMKII-RK	FBgn0264607	CaMKII
FBtr0089219	CaMKII-RB	FBgn0264607	CaMKII
FBtr0333675	CaMKII-RM	FBgn0264607	CaMKII
FBtr0100147	CaMKII-RE	FBgn0264607	CaMKII
FBtr0100146	CaMKII-RD	FBgn0264607	CaMKII
FBtr0333674	CaMKII-RL	FBgn0264607	CaMKII
FBtr0300378	CaMKII-RI	FBgn0264607	CaMKII
FBtr0300379	CaMKII-RJ	FBgn0264607	CaMKII
FBtr0300377	CaMKII-RH	FBgn0264607	CaMKII
FBti0061442-RA	FBti0061442	FBti0061442	FBti0061442
FBti0061444-RA	FBti0061444	FBti0061444	FBti0061444
FBti0061446-RA	FBti0061446	FBti0061446	FBti0061446
FBti0061449-RA	FBti0061449	FBti0061449	FBti0061449
FBti0061452-RA	FBti0061452	FBti0061452	FBti0061452
FBti0019511-RA	FBti0019511	FBti0019511	FBti0019511
FBti0061467-RA	FBti0061467	FBti0061467	FBti0061467
FBti0061469-RA	FBti0061469	FBti0061469	FBti0061469
FBti0061470-RA	FBti0061470	FBti0061470	FBti0061470
FBti0061551-RA	FBti0061551	FBti0061551	FBti0061551
FBtr0089214	Zyx-RG	FBgn0011642	Zyx
FBtr0089211	Zyx-RB	FBgn0011642	Zyx
FBtr0089210	Zyx-RA	FBgn0011642	Zyx
FBtr0309882	Zyx-RH	FBgn0011642	Zyx
FBtr0345298	Zyx-RL	FBgn0011642	Zyx
FBtr0345296	apolpp-RC	FBgn0087002	apolpp
FBti0061471-RA	FBti0061471	FBti0061471	FBti0061471
FBtr0345297	apolpp-RD	FBgn0087002	apolpp
FBti0019512-RA	FBti0019512	FBti0019512	FBti0019512
FBtr0334627	apolpp-RB	FBgn0087002	apolpp
FBtr0089188	apolpp-RA	FBgn0087002	apolpp
FBti0020440-RA	FBti0020440	FBti0020440	FBti0020440
FBtr0089209	Actbeta-RA	FBgn0024913	Actbeta
FBti0061472-RA	FBti0061472	FBti0061472	FBti0061472
FBti0019513-RA	FBti0019513	FBti0019513	FBti0019513
FBti0061473-RA	FBti0061473	FBti0061473	FBti0061473
FBti0063495-RA	FBti0063495	FBti0063495	FBti0063495
FBtr0089328	sv-RC	FBgn0005561	sv
FBtr0100345	sv-RG	FBgn0005561	sv
FBtr0100346	sv-RH	FBgn0005561	sv
FBtr0089327	sv-RA	FBgn0005561	sv
FBtr0100342	sv-RD	FBgn0005561	sv
FBtr0100344	sv-RF	FBgn0005561	sv
FBti0063496-RA	FBti0063496	FBti0063496	FBti0063496
FBti0061474-RA	FBti0061474	FBti0061474	FBti0061474
FBti0061476-RA	FBti0061476	FBti0061476	FBti0061476
FBti0061477-RA	FBti0061477	FBti0061477	FBti0061477
FBti0061492-RA	FBti0061492	FBti0061492	FBti0061492
FBti0061493-RA	FBti0061493	FBti0061493	FBti0061493
FBti0061494-RA	FBti0061494	FBti0061494	FBti0061494
FBti0061571-RA	FBti0061571	FBti0061571	FBti0061571
FBtr0301563	sv-RI	FBgn0005561	sv
FBti0061496-RA	FBti0061496	FBti0061496	FBti0061496
FBti0061497-RA	FBti0061497	FBti0061497	FBti0061497
FBti0061498-RA	FBti0061498	FBti0061498	FBti0061498
FBti0061499-RA	FBti0061499	FBti0061499	FBti0061499
FBti0061500-RA	FBti0061500	FBti0061500	FBti0061500
FBti0061501-RA	FBti0061501	FBti0061501	FBti0061501
FBti0061503-RA	FBti0061503	FBti0061503	FBti0061503
FBtr0345193	Cals-RD	FBgn0039928	Cals
FBti0061512-RA	FBti0061512	FBti0061512	FBti0061512
FBtr0089208	Cals-RB	FBgn0039928	Cals
FBtr0333700	Cals-RC	FBgn0039928	Cals
FBtr0089207	Cals-RA	FBgn0039928	Cals
FBti0061514-RA	FBti0061514	FBti0061514	FBti0061514
FBti0063562-RA	FBti0063562	FBti0063562	FBti0063562
FBti0063560-RA	FBti0063560	FBti0063560	FBti0063560
FBtr0333699	Arf102F-RB	FBgn0013749	Arf102F
FBtr0089192	Arf102F-RA	FBgn0013749	Arf102F
FBti0061997-RA	FBti0061997	FBti0061997	FBti0061997
FBti0061998-RA	FBti0061998	FBti0061998	FBti0061998
FBtr0333701	CG11155-RD	FBgn0039927	CG11155
FBtr0089194	CG11155-RB	FBgn0039927	CG11155
FBtr0089195	CG11155-RA	FBgn0039927	CG11155
FBti0061999-RA	FBti0061999	FBti0061999	FBti0061999
FBti0062000-RA	FBti0062000	FBti0062000	FBti0062000
FBti0062001-RA	FBti0062001	FBti0062001	FBti0062001
FBti0062003-RA	FBti0062003	FBti0062003	FBti0062003
FBti0062004-RA	FBti0062004	FBti0062004	FBti0062004
FBti0062006-RA	FBti0062006	FBti0062006	FBti0062006
FBti0062007-RA	FBti0062007	FBti0062007	FBti0062007
FBtr0300992	CG32017-RB	FBgn0052017	CG32017
FBtr0344977	CG32017-RD	FBgn0052017	CG32017
FBtr0300993	CG32017-RC	FBgn0052017	CG32017
FBti0062077-RA	FBti0062077	FBti0062077	FBti0062077
FBti0062675-RA	FBti0062675	FBti0062675	FBti0062675
FBtr0089196	Kif3C-RA	FBgn0039925	Kif3C
FBti0063546-RA	FBti0063546	FBti0063546	FBti0063546
FBti0063544-RA	FBti0063544	FBti0063544	FBti0063544
FBti0062019-RA	FBti0062019	FBti0062019	FBti0062019
FBti0062654-RA	FBti0062654	FBti0062654	FBti0062654
FBti0019514-RA	FBti0019514	FBti0019514	FBti0019514
FBti0019515-RA	FBti0019515	FBti0019515	FBti0019515
FBti0062658-RA	FBti0062658	FBti0062658	FBti0062658
FBti0062106-RA	FBti0062106	FBti0062106	FBti0062106
FBti0062108-RA	FBti0062108	FBti0062108	FBti0062108
FBti0020441-RA	FBti0020441	FBti0020441	FBti0020441
FBti0020442-RA	FBti0020442	FBti0020442	FBti0020442
FBti0019516-RA	FBti0019516	FBti0019516	FBti0019516
FBti0063514-RA	FBti0063514	FBti0063514	FBti0063514
FBti0062020-RA	FBti0062020	FBti0062020	FBti0062020
FBti0019517-RA	FBti0019517	FBti0019517	FBti0019517
FBtr0089204	pho-RA	FBgn0002521	pho
FBtr0089205	pho-RB	FBgn0002521	pho
FBti0062021-RA	FBti0062021	FBti0062021	FBti0062021
FBti0019519-RA	FBti0019519	FBti0019519	FBti0019519
FBti0059743-RA	FBti0059743	FBti0059743	FBti0059743
FBti0019518-RA	FBti0019518	FBti0019518	FBti0019518
FBti0062635-RA	FBti0062635	FBti0062635	FBti0062635
FBti0062022-RA	FBti0062022	FBti0062022	FBti0062022
FBti0062024-RA	FBti0062024	FBti0062024	FBti0062024
FBti0062136-RA	FBti0062136	FBti0062136	FBti0062136
FBti0062100-RA	FBti0062100	FBti0062100	FBti0062100
FBti0062631-RA	FBti0062631	FBti0062631	FBti0062631
FBti0062026-RA	FBti0062026	FBti0062026	FBti0062026
FBtr0091472	CG33521-RA	FBgn0250819	CG33521
FBtr0334661	CG33521-RG	FBgn0250819	CG33521
FBtr0091470	CG33521-RC	FBgn0250819	CG33521
FBtr0091473	CG33521-RD	FBgn0250819	CG33521
FBti0062027-RA	FBti0062027	FBti0062027	FBti0062027
FBti0062029-RA	FBti0062029	FBti0062029	FBti0062029
FBtr0100544	PIP4K-RB	FBgn0039924	PIP4K
FBtr0100543	PIP4K-RA	FBgn0039924	PIP4K
FBti0062138-RA	FBti0062138	FBti0062138	FBti0062138
FBti0063541-RA	FBti0063541	FBti0063541	FBti0063541
FBti0062034-RA	FBti0062034	FBti0062034	FBti0062034
FBtr0307326	Mitf-RA	FBgn0263112	Mitf
FBtr0307327	Mitf-RB	FBgn0263112	Mitf
FBtr0307329	Mitf-RD	FBgn0263112	Mitf
FBtr0307328	Mitf-RC	FBgn0263112	Mitf
FBti0062035-RA	FBti0062035	FBti0062035	FBti0062035
FBtr0100406	Dyrk3-RE	FBgn0027101	Dyrk3
FBtr0100402	Dyrk3-RA	FBgn0027101	Dyrk3
FBtr0100404	Dyrk3-RC	FBgn0027101	Dyrk3
FBti0062632-RA	FBti0062632	FBti0062632	FBti0062632
FBti0062036-RA	FBti0062036	FBti0062036	FBti0062036
FBtr0333702	Cadps-RF	FBgn0053653	Cadps
FBtr0307334	Cadps-RE	FBgn0053653	Cadps
FBtr0091630	Cadps-RA	FBgn0053653	Cadps
FBtr0307333	Cadps-RD	FBgn0053653	Cadps
FBtr0091631	Cadps-RB	FBgn0053653	Cadps
FBti0062037-RA	FBti0062037	FBti0062037	FBti0062037
FBti0062039-RA	FBti0062039	FBti0062039	FBti0062039
FBti0062040-RA	FBti0062040	FBti0062040	FBti0062040
FBti0062103-RA	FBti0062103	FBti0062103	FBti0062103
FBti0062041-RA	FBti0062041	FBti0062041	FBti0062041
FBti0062042-RA	FBti0062042	FBti0062042	FBti0062042
FBti0063518-RA	FBti0063518	FBti0063518	FBti0063518
FBti0063537-RA	FBti0063537	FBti0063537	FBti0063537
FBti0062051-RA	FBti0062051	FBti0062051	FBti0062051
FBti0062052-RA	FBti0062052	FBti0062052	FBti0062052
FBti0062053-RA	FBti0062053	FBti0062053	FBti0062053
FBti0062054-RA	FBti0062054	FBti0062054	FBti0062054
FBti0020453-RA	FBti0020453	FBti0020453	FBti0020453
FBti0062143-RA	FBti0062143	FBti0062143	FBti0062143
FBti0020452-RA	FBti0020452	FBti0020452	FBti0020452
FBti0020451-RA	FBti0020451	FBti0020451	FBti0020451
FBti0062056-RA	FBti0062056	FBti0062056	FBti0062056
FBti0062058-RA	FBti0062058	FBti0062058	FBti0062058
FBti0063538-RA	FBti0063538	FBti0063538	FBti0063538
FBti0062111-RA	FBti0062111	FBti0062111	FBti0062111
FBti0063540-RA	FBti0063540	FBti0063540	FBti0063540
FBti0062633-RA	FBti0062633	FBti0062633	FBti0062633
FBti0062112-RA	FBti0062112	FBti0062112	FBti0062112
FBti0062660-RA	FBti0062660	FBti0062660	FBti0062660
FBti0062068-RA	FBti0062068	FBti0062068	FBti0062068
FBti0114507-RA	FBti0114507	FBti0114507	FBti0114507
FBti0062662-RA	FBti0062662	FBti0062662	FBti0062662
FBti0114508-RA	FBti0114508	FBti0114508	FBti0114508
FBti0063539-RA	FBti0063539	FBti0063539	FBti0063539
FBti0020450-RA	FBti0020450	FBti0020450	FBti0020450
FBti0062677-RA	FBti0062677	FBti0062677	FBti0062677
FBti0020449-RA	FBti0020449	FBti0020449	FBti0020449
FBti0020448-RA	FBti0020448	FBti0020448	FBti0020448
FBti0102123-RA	FBti0102123	FBti0102123	FBti0102123
FBti0059746-RA	FBti0059746	FBti0059746	FBti0059746
FBti0020446-RA	FBti0020446	FBti0020446	FBti0020446
FBti0062167-RA	FBti0062167	FBti0062167	FBti0062167
FBti0062678-RA	FBti0062678	FBti0062678	FBti0062678
FBti0114509-RA	FBti0114509	FBti0114509	FBti0114509
FBti0114510-RA	FBti0114510	FBti0114510	FBti0114510
FBti0114511-RA	FBti0114511	FBti0114511	FBti0114511
FBti0102122-RA	FBti0102122	FBti0102122	FBti0102122
FBti0102121-RA	FBti0102121	FBti0102121	FBti0102121
FBti0102120-RA	FBti0102120	FBti0102120	FBti0102120
FBti0102119-RA	FBti0102119	FBti0102119	FBti0102119
FBti0102118-RA	FBti0102118	FBti0102118	FBti0102118
